HCPCS,DESCRIPTION,STATUS CODE,WORK RVU
33900,Perq p-art revsc 1 nm nt uni,A,11.03
33901,Perq p-art revsc 1 nm nt bi,A,14.5
33902,Perq p-art revsc 1 abnor uni,A,14
33903,Perq p-art revsc 1 abnor bi,A,16.5
33904,Perq p-art revsc each addl,A,5.53
3390F,Ajcc cln cncr stage 4 docd,I,0
33910,Remove lung artery emboli,A,48.21
33915,Remove lung artery emboli,A,24.95
33916,Surgery of great vessel,A,78
33917,Repair pulmonary artery,A,25.3
33920,Repair pulmonary atresia,A,32.74
33922,Transect pulmonary artery,A,24.22
33924,Remove pulmonary shunt,A,5.49
33925,Rpr pul art unifocal w/o cpb,A,31.3
33926,Repr pul art unifocal w/cpb,A,44.73
33927,Impltj tot rplcmt hrt sys,A,49
33928,Rmvl & rplcmt tot hrt sys,C,0
33929,Rmvl rplcmt hrt sys f/trnspl,C,0
33930,Removal of donor heart/lung,X,0
33933,Prepare donor heart/lung,C,0
33935,Transplantation heart/lung,R,91.78
33940,Removal of donor heart,X,0
33944,Prepare donor heart,C,0
33945,Transplantation of heart,R,89.5
33946,Ecmo/ecls initiation venous,A,6
33947,Ecmo/ecls initiation artery,A,6.63
33948,Ecmo/ecls daily mgmt-venous,A,4.73
33949,Ecmo/ecls daily mgmt artery,A,4.6
3394F,Quant her2 ihc eval brst cx,M,0
33951,Ecmo/ecls insj prph cannula,A,8.15
33952,Ecmo/ecls insj prph cannula,A,8.15
33953,Ecmo/ecls insj prph cannula,A,9.11
33954,Ecmo/ecls insj prph cannula,A,9.11
33955,Ecmo/ecls insj ctr cannula,A,16
33956,Ecmo/ecls insj ctr cannula,A,16
33957,Ecmo/ecls repos perph cnula,A,3.51
33958,Ecmo/ecls repos perph cnula,A,3.51
33959,Ecmo/ecls repos perph cnula,A,4.47
3395F,Quant nonher2 ihc brst cx,M,0
33962,Ecmo/ecls repos perph cnula,A,4.47
33963,Ecmo/ecls repos perph cnula,A,9
33964,Ecmo/ecls repos perph cnula,A,9.5
33965,Ecmo/ecls rmvl perph cannula,A,3.51
33966,Ecmo/ecls rmvl prph cannula,A,4.5
33967,Insert i-aort percut device,A,4.84
33968,Remove aortic assist device,A,0.64
33969,Ecmo/ecls rmvl perph cannula,A,5.22
33970,Aortic circulation assist,A,6.74
33971,Aortic circulation assist,A,11.99
33973,Insert balloon device,A,9.75
33974,Remove intra-aortic balloon,A,15.03
33975,Implant ventricular device,A,25
33976,Implant ventricular device,A,30.75
33977,Remove ventricular device,A,20.86
33978,Remove ventricular device,A,25
33979,Insert intracorporeal device,A,37.5
33980,Remove intracorporeal device,A,33.5
33981,Replace vad pump ext,A,16.11
33982,Replace vad intra w/o bp,A,37.86
33983,Replace vad intra w/bp,A,44.54
33984,Ecmo/ecls rmvl prph cannula,A,5.46
33985,Ecmo/ecls rmvl ctr cannula,A,9.89
33986,Ecmo/ecls rmvl ctr cannula,A,10
33987,Artery expos/graft artery,A,4.04
33988,Insertion of left heart vent,A,15
33989,Removal of left heart vent,A,9.5
33990,Insj perq vad l hrt arterial,A,6.75
33991,Insj perq vad l hrt artl&ven,A,8.84
33992,Rmvl perq left heart vad,A,3.55
33993,Reposg perq r/l hrt vad,A,3.1
33995,Insj perq vad r hrt venous,A,6.75
33997,Rmvl perq right heart vad,A,3
33999,Unlisted px cardiac surgery,C,0
34001,Removal of artery clot,A,17.88
34051,Removal of artery clot,A,16.99
34101,Removal of artery clot,A,10.93
34111,Removal of arm artery clot,A,10.93
34151,Removal of artery clot,A,26.52
34201,Removal of artery clot,A,19.48
34203,Removal of leg artery clot,A,17.86
34401,Removal of vein clot,A,26.52
34421,Removal of vein clot,A,13.37
34451,Removal of vein clot,A,28.52
34471,Removal of vein clot,A,21.11
34490,Removal of vein clot,A,10.91
34501,Repair valve femoral vein,A,16.85
34502,Reconstruct vena cava,A,28.07
3450F,Dyspnea scrnd no-mild dysp,I,0
34510,Transposition of vein valve,A,19.91
3451F,Dyspnea scrnd mod-high dysp,I,0
34520,Cross-over vein graft,A,19.18
3452F,Dyspnea not screened,I,0
34530,Leg vein fusion,A,17.93
3455F,Tb scr pfrmd&interpd 6 mo,I,0
34701,Evasc rpr a-ao ndgft,A,23.71
34702,Evasc rpr a-ao ndgft rpt,A,36
34703,Evasc rpr a-unilac ndgft,A,26.52
34704,Evasc rpr a-unilac ndgft rpt,A,45
34705,Evac rpr a-biiliac ndgft,A,29.58
34706,Evasc rpr a-biiliac rpt,A,45
34707,Evasc rpr ilio-iliac ndgft,A,22.28
34708,Evasc rpr ilio-iliac rpt,A,36.5
34709,Plmt xtn prosth evasc rpr,A,6.5
3470F,Ra disease activity low,I,0
34710,Dlyd plmt xtn prosth 1st vsl,A,15
34711,Dlyd plmt xtn prosth ea addl,A,6
34712,Tcat dlvr enhncd fixj dev,A,12
34713,Perq access & clsr fem art,A,2.5
34714,Opn fem art expos cndt crtj,A,5.25
34715,Opn ax/subcla art expos,A,6
34716,Opn ax/subcla art expos cndt,A,7.19
34717,Evasc rpr a-iliac ndgft,A,9
34718,Evasc rpr n/a a-iliac ndgft,A,24
3471F,Ra disease activity mod,I,0
3472F,Ra disease activity high,I,0
3475F,Disease progn ra poor docd,I,0
3476F,Disease progn ra good docd,I,0
34808,Endovas iliac a device addon,A,4.12
34812,Opn fem art expos,A,4.13
34813,Femoral endovas graft add-on,A,4.79
34820,Opn iliac art expos,A,7
34830,Open aortic tube prosth repr,A,35.23
34831,Open aortoiliac prosth repr,A,37.98
34832,Open aortofemor prosth repr,A,37.98
34833,Opn ilac art expos cndt crtj,A,8.16
34834,Opn brach art expos,A,2.65
34839,Plnning pt spec fenest graft,B,0
34841,Endovasc visc aorta 1 graft,C,0
34842,Endovasc visc aorta 2 graft,C,0
34843,Endovasc visc aorta 3 graft,C,0
34844,Endovasc visc aorta 4 graft,C,0
34845,Visc & infraren abd 1 prosth,C,0
34846,Visc & infraren abd 2 prosth,C,0
34847,Visc & infraren abd 3 prosth,C,0
34848,Visc & infraren abd 4+ prost,C,0
3490F,History aids-defining cond,I,0
3491F,Hiv unsure baby of hiv+moms,I,0
3492F,History cd4+ cell count <350,I,0
3493F,No hist cd4+ cell count <350,I,0
3494F,Cd4+cell count <200cells/mm3,I,0
3495F,Cd4+cell cnt 200-499 cells,I,0
3496F,Cd4+ cell count >= 500 cells,I,0
3497F,Cd4+ cell percentage <15%,I,0
3498F,Cd4+ cell >=15% (hiv),I,0
35001,Repair defect of artery,A,20.81
35002,Repair artery rupture neck,A,22.23
35005,Repair defect of artery,A,19.29
3500F,Cd4+cell cnt/% docd as done,I,0
35011,Repair defect of artery,A,18.58
35013,Repair artery rupture arm,A,23.23
35021,Repair defect of artery,A,22.17
35022,Repair artery rupture chest,A,25.7
3502F,Hiv rna vrl ld <lmts quantif,I,0
3503F,Hiv rna vrl ldnot<lmts quntf,I,0
35045,Repair defect of arm artery,A,18.01
35081,Repair defect of artery,A,33.53
35082,Repair artery rupture aorta,A,42.09
35091,Repair defect of artery,A,35.35
35092,Repair artery rupture aorta,A,50.97
35102,Repair defect of artery,A,36.53
35103,Repair artery rupture aorta,A,43.62
3510F,Doc tb scrng-rslts interpd,I,0
35111,Repair defect of artery,A,26.28
35112,Repair artery rupture spleen,A,32.57
3511F,Chlmyd/gonrh tsts docd done,I,0
35121,Repair defect of artery,A,31.52
35122,Repair artery rupture belly,A,37.89
3512F,Syph scrng docd as done,I,0
35131,Repair defect of artery,A,26.4
35132,Repair artery rupture groin,A,32.57
3513F,Hep b scrng docd as done,I,0
35141,Repair defect of artery,A,20.91
35142,Repair artery rupture thigh,A,25.16
3514F,Hep c scrng docd as done,I,0
35151,Repair defect of artery,A,23.72
35152,Repair ruptd popliteal art,A,27.66
3515F,Pt has docd immun to hep c,I,0
3517F,Hbv assess&results intrp 1yr,I,0
35180,Rpr cgen av fistula head&nck,A,15.1
35182,Rpr cgen av fistula thrx&abd,A,31.71
35184,Rpr cgen av fistula xtr,A,18.82
35188,Rpr acq av fistula head&neck,A,18
35189,Rpr acq av fistula thrx&abd,A,29.98
35190,Repair acq av fistula xtr,A,13.42
35201,Repair blood vessel dir neck,A,16.93
35206,Repair blood vessel dir uxtr,A,13.84
35207,Rpr bld vsl dir hand finger,A,10.94
3520F,Cdifficile testing performed,I,0
35211,Rpr blvsl dir ntrathrc w/byp,A,24.58
35216,Rpr blvsl dir ntrthrc wo byp,A,36.61
35221,Rpr bld vsl dir intra-abdl,A,26.62
35226,Repair blood vessel dir lxtr,A,15.3
35231,Repair blvsl vn grf neck,A,21.16
35236,Repair blvsl vn grf uxtr,A,18.02
35241,Rpr blvsl vn grf ntrthrc w/b,A,25.58
35246,Rpr blvsl vn grf ntrthrc w/o,A,28.23
35251,Rpr blvsl vn grf intra-abdl,A,31.91
35256,Repair blvsl vn grf lxtr,A,19.06
35261,Rpr blvsl grf oth/thn vn nck,A,18.96
35266,Rpr blvsl grf oth/th vn uxtr,A,15.83
35271,Rpr blvs gr ot/th vn ntrth w,A,24.58
35276,Rpr blvs gr ot/t vn ntrth wo,A,25.83
35281,Rpr blvsl gr ot/th vn ntr-ab,A,30.06
35286,Rpr blvsl grf oth/th vn lxtr,A,17.19
35301,Rechanneling of artery,A,21.16
35302,Rechanneling of artery,A,21.35
35303,Rechanneling of artery,A,23.6
35304,Rechanneling of artery,A,24.6
35305,Rechanneling of artery,A,23.6
35306,Rechanneling of artery,A,9.25
35311,Rechanneling of artery,A,28.6
35321,Rechanneling of artery,A,16.59
35331,Rechanneling of artery,A,27.72
35341,Rechanneling of artery,A,26.21
35351,Rechanneling of artery,A,24.61
35355,Rechanneling of artery,A,19.86
35361,Rechanneling of artery,A,30.24
35363,Rechanneling of artery,A,32.35
35371,Rechanneling of artery,A,15.31
35372,Rechanneling of artery,A,18.58
35390,Reoperation carotid add-on,A,3.19
35400,Angioscopy,A,3
35500,Harvest vein for bypass,A,6.44
35501,Art byp grft ipsilat carotid,A,29.09
35506,Art byp grft subclav-carotid,A,25.33
35508,Art byp grft carotid-vertbrl,A,26.09
35509,Art byp grft contral carotid,A,28.09
3550F,Low rsk thromboembolism,I,0
35510,Art byp grft carotid-brchial,A,24.39
35511,Art byp grft subclav-subclav,A,22.2
35512,Art byp grft subclav-brchial,A,23.89
35515,Art byp grft subclav-vertbrl,A,26.09
35516,Art byp grft subclav-axilary,A,24.21
35518,Art byp grft axillary-axilry,A,22.65
3551F,Intrmed rsk thromboembolism,I,0
35521,Art byp grft axill-femoral,A,24.13
35522,Art byp grft axill-brachial,A,23.15
35523,Art byp grft brchl-ulnr-rdl,A,24.13
35525,Art byp grft brachial-brchl,A,21.69
35526,Art byp grft aor/carot/innom,A,31.55
3552F,Hgh risk for thromboembolism,I,0
35531,Art byp grft aorcel/aormesen,A,39.11
35533,Art byp grft axill/fem/fem,A,29.92
35535,Art byp grft hepatorenal,A,38.13
35536,Art byp grft splenorenal,A,33.73
35537,Art byp grft aortoiliac,A,41.88
35538,Art byp grft aortobi-iliac,A,47.03
35539,Art byp grft aortofemoral,A,44.11
35540,Art byp grft aortbifemoral,A,49.33
35556,Art byp grft fem-popliteal,A,26.75
35558,Art byp grft fem-femoral,A,23.13
3555F,Pt inr measurement performed,I,0
35560,Art byp grft aortorenal,A,34.03
35563,Art byp grft ilioiliac,A,26.12
35565,Art byp grft iliofemoral,A,25.13
35566,Art byp fem-ant-post tib/prl,A,32.35
35570,Art byp tibial-tib/peroneal,A,29.15
35571,Art byp pop-tibl-prl-other,A,25.52
35572,Harvest femoropopliteal vein,A,6.81
35583,Vein byp grft fem-popliteal,A,27.75
35585,Vein byp fem-tibial peroneal,A,32.35
35587,Vein byp pop-tibl peroneal,A,26.21
35600,Open hrv uxtr art 1 sgm cab,A,3.59
35601,Art byp common ipsi carotid,A,27.09
35606,Art byp carotid-subclavian,A,22.46
35612,Art byp subclav-subclavian,A,20.35
35616,Art byp subclav-axillary,A,21.82
35621,Art byp axillary-femoral,A,21.03
35623,Art byp axillary-pop-tibial,A,25.92
35626,Art byp aorsubcl/carot/innom,A,29.14
35631,Art byp aor-celiac-msn-renal,A,36.03
35632,Art byp ilio-celiac,A,36.13
35633,Art byp ilio-mesenteric,A,39.11
35634,Art byp iliorenal,A,35.33
35636,Art byp spenorenal,A,31.75
35637,Art byp aortoiliac,A,33.05
35638,Art byp aortobi-iliac,A,33.6
35642,Art byp carotid-vertebral,A,18.94
35645,Art byp subclav-vertebrl,A,18.43
35646,Art byp aortobifemoral,A,32.98
35647,Art byp aortofemoral,A,29.73
35650,Art byp axillary-axillary,A,20.16
35654,Art byp axill-fem-femoral,A,26.28
35656,Art byp femoral-popliteal,A,20.47
35661,Art byp femoral-femoral,A,20.35
35663,Art byp ilioiliac,A,23.93
35665,Art byp iliofemoral,A,22.35
35666,Art byp fem-ant-post tib/prl,A,23.66
35671,Art byp pop-tibl-prl-other,A,20.77
35681,Composite byp grft pros&vein,A,1.6
35682,Composite byp grft 2 veins,A,7.19
35683,Composite byp grft 3/> segmt,A,8.49
35685,Bypass graft patency/patch,A,4.04
35686,Bypass graft/av fist patency,A,3.34
35691,Art trnsposj vertbrl carotid,A,18.41
35693,Art trnsposj subclavian,A,15.73
35694,Art trnsposj subclav carotid,A,19.28
35695,Art trnsposj carotid subclav,A,20.06
35697,Reimplant artery each,A,3
35700,Reoperation bypass graft,A,3.08
35701,Expl n/flwd surg neck art,A,7.5
35702,Expl n/flwd surg uxtr art,A,7.12
35703,Expl n/flwd surg lxtr art,A,7.5
3570F,Rprt bone scint xref w xray,I,0
3572F,Pt consid poss risk fx,I,0
3573F,Pt not consid poss risk fx,I,0
35800,Explore neck vessels,A,12
35820,Explore chest vessels,A,36.89
35840,Explore abdominal vessels,A,20.75
35860,Explore limb vessels,A,15.25
35870,Repair vessel graft defect,A,24.5
35875,Removal of clot in graft,A,10.72
35876,Removal of clot in graft,A,17.82
35879,Revise graft w/vein,A,17.41
35881,Revise graft w/vein,A,19.35
35883,Revj fem anast nonautog grf,A,23.15
35884,Revj fem anast autog vn grf,A,24.65
35901,Excision graft neck,A,8.38
35903,Excision graft extremity,A,9.53
35905,Excision graft thorax,A,33.52
35907,Excision graft abdomen,A,37.27
36000,Place needle in vein,B,0.18
36002,Pseudoaneurysm injection trt,A,1.96
36005,Injection ext venography,A,0.95
36010,Place catheter in vein,A,2.18
36011,Place catheter in vein,A,3.14
36012,Place catheter in vein,A,3.51
36013,Place catheter in artery,A,2.52
36014,Place catheter in artery,A,3.02
36015,Place catheter in artery,A,3.51
36100,Establish access to artery,A,3.02
36140,Intro ndl icath upr/lxtr art,A,1.76
36160,Establish access to aorta,A,2.52
36200,Place catheter in aorta,A,2.77
36215,Place catheter in artery,A,4.17
36216,Place catheter in artery,A,5.27
36217,Place catheter in artery,A,6.29
36218,Place catheter in artery,A,1.01
36221,Place cath thoracic aorta,A,3.92
36222,Place cath carotid/inom art,A,5.28
36223,Place cath carotid/inom art,A,5.75
36224,Place cath carotd art,A,6.25
36225,Place cath subclavian art,A,5.75
36226,Place cath vertebral art,A,6.25
36227,Place cath xtrnl carotid,A,2.09
36228,Place cath intracranial art,A,4.25
36245,Ins cath abd/l-ext art 1st,A,4.65
36246,Ins cath abd/l-ext art 2nd,A,5.02
36247,Ins cath abd/l-ext art 3rd,A,6.04
36248,Ins cath abd/l-ext art addl,A,1.01
36251,Ins cath ren art 1st unilat,A,5.1
36252,Ins cath ren art 1st bilat,A,6.74
36253,Ins cath ren art 2nd+ unilat,A,7.3
36254,Ins cath ren art 2nd+ bilat,A,7.9
36260,Insertion of infusion pump,A,9.91
36261,Revision of infusion pump,A,5.63
36262,Removal of infusion pump,A,4.11
36299,Unlisted px vascular njx,C,0
36400,Vnpnxr<3yrs phy/qhp fem/jug,A,0.38
36405,Vnpnxr<3yrs phy/qhp scalp vn,A,0.31
36406,Vnpnxr<3yrs phy/qhp other vn,A,0.18
36410,Vnpnxr 3yr/> phy/qhp dx/ther,A,0.18
36415,Coll venous bld venipuncture,X,0
36416,Collj capillary blood spec,B,0
36420,Venipuncture cutdown < 1 yr,A,1.01
36425,Venipuncture cutdown 1 yr/>,A,0.76
36430,Transfusion bld/bld compnt,A,0
36440,Bld push tfuj 2 yr/<,A,1.03
36450,Bld exchange truj newborn,A,3.5
36455,Bld exchange truj oth thn nb,A,2.43
36456,Prtl exchange transfuse nb,A,2
36460,Intrauterine transfusion ftl,A,6.58
36465,Njx noncmpnd sclrsnt 1 vein,A,2.35
36466,Njx noncmpnd sclrsnt mlt vn,A,3
36468,Njx sclrsnt spider veins,R,0
36470,Njx sclrsnt 1 incmptnt vein,A,0.75
36471,Njx sclrsnt mlt incmptnt vn,A,1.5
36473,Endovenous mchnchem 1st vein,A,3.5
36474,Endovenous mchnchem add-on,A,1.75
36475,Endovenous rf 1st vein,A,5.3
36476,Endovenous rf vein add-on,A,2.65
36478,Endovenous laser 1st vein,A,5.3
36479,Endovenous laser vein addon,A,2.65
36481,Insertion of catheter vein,A,6.73
36482,Endoven ther chem adhes 1st,A,3.5
36483,Endoven ther chem adhes sbsq,A,1.75
36500,Insertion of catheter vein,A,3.51
3650F,Eeg ordered rvwd reqstd,I,0
36510,Insertion of catheter vein,A,1.09
36511,Apheresis wbc,A,2
36512,Apheresis rbc,A,2
36513,Apheresis platelets,A,2
36514,Apheresis plasma,A,1.81
36516,Apheresis immunoads slctv,A,1.56
36522,Photopheresis,A,1.75
36555,Insert non-tunnel cv cath,A,1.93
36556,Insert non-tunnel cv cath,A,1.75
36557,Insert tunneled cv cath,A,4.89
36558,Insert tunneled cv cath,A,4.59
36560,Insert tunneled cv cath,A,6.04
36561,Insert tunneled cv cath,A,5.79
36563,Insert tunneled cv cath,A,5.99
36565,Insert tunneled cv cath,A,5.79
36566,Insert tunneled cv cath,A,6.29
36568,Insj picc <5 yr w/o imaging,A,2.11
36569,Insj picc 5 yr+ w/o imaging,A,1.9
36570,Insert picvad cath,A,5.11
36571,Insert picvad cath,A,5.09
36572,Insj picc rs&i <5 yr,A,1.82
36573,Insj picc rs&i 5 yr+,A,1.7
36575,Repair tunneled cv cath,A,0.67
36576,Repair tunneled cv cath,A,2.99
36578,Replace tunneled cv cath,A,3.29
36580,Replace cvad cath,A,1.31
36581,Replace tunneled cv cath,A,3.23
36582,Replace tunneled cv cath,A,4.99
36583,Replace tunneled cv cath,A,5.04
36584,Compl rplcmt picc rs&i,A,1.2
36585,Replace picvad cath,A,4.59
36589,Removal tunneled cv cath,A,2.28
36590,Removal tunneled cv cath,A,3.1
36591,Draw blood off venous device,T,0
36592,Collect blood from picc,T,0
36593,Declot vascular device,A,0
36595,Mech remov tunneled cv cath,A,3.59
36596,Mech remov tunneled cv cath,A,0.75
36597,Reposition venous catheter,A,1.21
36598,Inj w/fluor eval cv device,T,0.74
36600,Withdrawal of arterial blood,A,0.32
36620,Insertion catheter artery,A,1
36625,Insertion catheter artery,A,2.11
36640,Insertion catheter artery,A,2.1
36660,Insertion catheter artery,A,1.4
36680,Insert needle bone cavity,A,1.2
36800,Insertion of cannula,A,2.43
36810,Insertion of cannula,A,3.96
36815,Insertion of cannula,A,2.62
36818,Av fuse uppr arm cephalic,A,12.39
36819,Av fuse uppr arm basilic,A,13.29
36820,Av fusion/forearm vein,A,13.07
36821,Av fusion direct any site,A,11.9
36823,Insertion of cannula(s),A,22.98
36825,Artery-vein autograft,A,14.17
36830,Artery-vein nonautograft,A,12.03
36831,Open thrombect av fistula,A,11
36832,Av fistula revision open,A,13.5
36833,Av fistula revision,A,14.5
36835,Insertion thomas shunt,A,7.51
36836,Prq av fstl crtj uxtr 1 acs,A,7.2
36837,Prq av fstl crt uxtr sep acs,A,9.3
36838,Dist revas ligation hemo,A,21.69
36860,External cannula declotting,A,2.01
36861,Cannula declotting,A,2.52
36901,Intro cath dialysis circuit,A,3.36
36902,Intro cath dialysis circuit,A,4.83
36903,Intro cath dialysis circuit,A,6.39
36904,Thrmbc/nfs dialysis circuit,A,7.5
36905,Thrmbc/nfs dialysis circuit,A,9
36906,Thrmbc/nfs dialysis circuit,A,10.42
36907,Balo angiop ctr dialysis seg,A,3
36908,Stent plmt ctr dialysis seg,A,4.25
36909,Dialysis circuit embolj,A,4.12
3700F,Psych disorders assessed,I,0
37140,Revision of circulation,A,40
37145,Revision of circulation,A,37
37160,Revision of circulation,A,38
37180,Revision of circulation,A,36.5
37181,Splice spleen/kidney veins,A,40
37182,Insert hepatic shunt (tips),A,16.97
37183,Revision tips,A,7.74
37184,Prim art m-thrmbc 1st vsl,A,8.41
37185,Prim art m-thrmbc sbsq vsl,A,3.28
37186,Sec art thrombectomy add-on,A,4.92
37187,Venous mech thrombectomy,A,7.78
37188,Ven mechnl thrmbc repeat tx,A,5.46
37191,Ins endovas vena cava filtr,A,4.46
37192,Redo endovas vena cava filtr,A,7.1
37193,Rem endovas vena cava filter,A,7.1
37195,Thrombolytic therapy stroke,C,0
37197,Remove intrvas foreign body,A,6.04
37200,Transcatheter biopsy,A,4.55
3720F,Cognit impairment assessed,M,0
37211,Thrombolytic art therapy,A,7.75
37212,Thrombolytic venous therapy,A,6.81
37213,Thromblytic art/ven therapy,A,4.75
37214,Cessj therapy cath removal,A,2.49
37215,Transcath stent cca w/eps,R,17.75
37216,Transcath stent cca w/o eps,N,17.98
37217,Stent placemt retro carotid,A,20.38
37218,Stent placemt ante carotid,A,14.75
37220,Iliac revasc,A,7.9
37221,Iliac revasc w/stent,A,9.75
37222,Iliac revasc add-on,A,3.73
37223,Iliac revasc w/stent add-on,A,4.25
37224,Fem/popl revas w/tla,A,8.75
37225,Fem/popl revas w/ather,A,11.75
37226,Fem/popl revasc w/stent,A,10.24
37227,Fem/popl revasc stnt & ather,A,14.25
37228,Tib/per revasc w/tla,A,10.75
37229,Tib/per revasc w/ather,A,13.8
37230,Tib/per revasc w/stent,A,13.55
37231,Tib/per revasc stent & ather,A,14.75
37232,Tib/per revasc add-on,A,4
37233,Tibper revasc w/ather add-on,A,6.5
37234,Revsc opn/prq tib/pero stent,A,5.5
37235,Tib/per revasc stnt & ather,A,7.8
37236,Open/perq place stent 1st,A,8.75
37237,Open/perq place stent ea add,A,4.25
37238,Open/perq place stent same,A,6.04
37239,Open/perq place stent ea add,A,2.97
37241,Vasc embolize/occlude venous,A,8.75
37242,Vasc embolize/occlude artery,A,9.8
37243,Vasc embolize/occlude organ,A,11.74
37244,Vasc embolize/occlude bleed,A,13.75
37246,Trluml balo angiop 1st art,A,7
37247,Trluml balo angiop addl art,A,3.5
37248,Trluml balo angiop 1st vein,A,6
37249,Trluml balo angiop addl vein,A,2.97
37252,Intrvasc us noncoronary 1st,A,1.8
37253,Intrvasc us noncoronary addl,A,1.44
3725F,Screen depression performed,M,0
37500,Endoscopy ligate perf veins,A,11.67
37501,Unlisted vasc endoscopy px,C,0
3750F,Ptnotrcvngsteroid>=10mg/day,I,0
3751F,Electrodiag polyneuro 6 mn,I,0
3752F,No electrodiag polyneuro 6mn,I,0
3753F,Pt has symp&signs neuropathy,I,0
3754F,Screening tests dm done,I,0
3755F,Cog&behav imprmnt scrng done,I,0
37565,Ligation int jugular vein,A,12.05
3756F,Pt w/pseudobulb affect/als,I,0
3757F,Pt w/o pseudobulbaffect/als,I,0
3758F,Pt ref pulm fx test/peakflow,I,0
3759F,Pt scrn dysphag/wt loss/nutr,I,0
37600,Ligation xtrnl carotid art,A,12.42
37605,Ligation int/com carotid art,A,14.28
37606,Lig int/com carotid art occl,A,8.81
37607,Lig/banding angioacs av fstl,A,6.25
